"prompt","answer"
"When assessing a CVP waveform, the loss of the ______ wave occurs when synchronized contraction of RA is lost, such as in atrial fibrillation or with V-Pacing.","A"
"When assessing a CVP waveform, a large _______ wave occurs when the atria contracts and empties against a HIGH resistance.","A"
"When assessing a CVP waveform, a large ______ wave occurs with increased volumes and pressures in the RA.","V"
"Large A vs. V Wave on CVP: Tricuspid Stenosis","A"
"Large A vs. V Wave on CVP: Diastolic Dysfunction","A"
"Large A vs. V Wave on CVP: Myocardial Ischemia","A"
"Large A vs. V Wave on CVP: COPD leading to RV hypertrophy","A"
"Large A vs. V Wave on CVP: AV Dissciation","A"
"Large A vs. V Wave on CVP: Junctional Rhythm","A"
"Large A vs. V Wave on CVP: Asynchronous V-Pacing","A"
"Large A vs. V Wave on CVP: PVCs","A"
"Large A vs. V Wave on CVP: Tricuspid Regurgitation","V"
"Large A vs. V Wave on CVP: Acute increase in IV volume","V"
"Large A vs. V Wave on CVP: RV papillary muscle ischemia","V"
"Name that Normal Pressure: 1-10 mmHg","CVP (RAP)"
"Name that Normal Pressure: 15-30/0-8 mmHg","RVP"
"Name that Normal Pressure: 15-30/5-15 mmHg","PAP"
"Name that Normal Pressure: 5-15 mmHg","PaOP"
"T/F: In the PA waveform, the dicrotic notch is formed during aortic valve closure during diastole.","False; Pulmonic Valve Closure"
"The _______ waveform is akin tot he CVP of the left heart.","PaOP (PCWP)"
"The ______ wave in the PCWP waveform is caused by left atrial systole.","A"
"The ______ wave in the PCWP is caused by mitral valve elevation into the LA during LV systole (Isovolumetric Contraction)","C"
"The ______ wave in the PCWP is caused by passive left atrial filling.","V"
"The tip of the PA catheter should be placed in West Zone ______ , because it is the most accurate representation of ________ .","III; LVEDP"
"West Zone 3 is in the ______ portion of the lung.","Dependent"
"If the PAOP is _________ than the PA end diastolic pressure, the tip of the PA is likely not in West Zone III","Greater"
"Name that West Zone: PA>Pa>Pv","Zone I"
"Name that West Zone: Pa>PA>Pv","Zone II"
"Name that West Zone: Pa>Pv>PA","Zone III"
"What is the only common disease process to produce an UNDERestimation of PAP?","Aortic Insufficiency"
"The _______ method is the most common way to measure CO from a PAC.","Thermodilution"
"Injection of solution while performing the thermodilutional method of measuring CO should occur in less than ______ seconds.","4"
"In measuring CO using the thermodilutional method, the computer calculates temperature change over the function of ________ .","Time"
"Using the modified Stewart-Hamilton equation to measure CO using the thermodilutional method, the area under the curve is ________ proportional to cardiac output.","Inversely"
"T/F: When measuring CO, a larger area under the curve indicates better cardiac function.","False; Poor Function"
"Over- vs. Under-Estimates CO: High injectate volume","Under"
"Over- vs. Under-Estimates CO: Injectate solution too cold","Under"
"Over- vs. Under-Estimates CO: Injectate volume too low","Over"
"Over- vs. Under-Estimates CO: Injectate solution too hot","Over"
"Partially wedged PAC","Over"
"Over- vs. Under-Estimates CO: Thrombus on tip of PAC","Over"
"Mixed venous oxygen saturation is a function of which variables? (4)","1. CO
2. VO2 
3. Hgb
4. SaO2"
"SvO2 is an indirect method of measuring ______ . A normal value is _______ %","CO; 65-75"
"When oxygen consumption _______ or oxygen delivery _______ the SvO2 decreases.","Increases; Decreases"
"Sepsis will result in a ________ SvO2 due to a high CO state.","Increased"
"Impaired oxygen uptake by cyanide poisoning from sodium nitroprusside would result in a _______ SvO2.","Increased"
"Left-to-Right shunt would result in a ________ SvO2.","Increased"
"Increased vs. Decreased SvO2: Stress or Pain","Decreased (Increased O2 Consumption)"
"Increased vs. Decreased SvO2: Thyroid Storm","Decreased (Increased O2 Consumption)"
"Increased vs. Decreased SvO2: Shivering","Decreased (Increased O2 Consumption)"
"Increased vs. Decreased SvO2: Fever","Decreased (Increased O2 Consumption)"
"Increased vs. Decreased SvO2: Decreased SaO2","Decreased (Decreased O2 Delivery)"
"Increased vs. Decreased SvO2: Anemia (Decreased Hemoglobin)","Decreased (Decreased O2 Delivery)"
"Increased vs. Decreased SvO2: Hypotension (Decreased CO)","Decreased (Decreased O2 Delivery)"
"Increased vs. Decreased SvO2: Hypothermia","Increased (Decreased O2 Consumption)"
"Increased vs. Decreased SvO2: Cyanide Toxicity","Increased (Decreased O2 Consumption)"
"Increased vs. Decreased SvO2: Oxygen Therapy","Increased (Increased O2 Delivery)"
"Increased vs. Decreased SvO2: Hypertension (Increased CO)","Increased (Increased O2 Delivery)"
"Pulse contour analysis provides a measure of ______ responsiveness as a function of how SV changes during the respiratory cycle.","Preload"
"Inspiration of a positive pressure breath augments LV filling, which in turn ________ SV.","Increases"
"Exhalation decreases LV filling and therefore ________ SV.","Decreases"
"T/F: A hypovolemic patient will have a greater degree of SVV throughout respiratory cycle as function of intrathoracic pressures effect on RV filling and function.","True"
"As a general rule, preload responsiveness can be assumed when a _______ mL fluid bolus improves stroke volume by more than ______ % .","250; 10"
"Dynamic measures of the pulse contour (i.e. SVV, SPV, PPV) tend to predict fluid responsiveness when the calculated measurement is greater than ______ %.","13"
"What must be true for pulse contour analysis to be accurate? (4)","1. Controlled Ventilation
2. NSR
3. Adequate Vt
4. Closed Chest"
"The tip of the probe for the esophageal doppler should be positioned about _______ cm from the incisors at the level of T _______ .","35; 5-6"
"_______ ________ is the volume of blood pumped by the LV per beat","Stroke Volume"
"______ _______ is SV indexed to BSA.","Stroke Index"
"________ is the change in stroke volume per beat of the heart.","SVV"
"______ _______ is how far SV is pumped per beat.","Stroke Distance"
"Peak velocity is an index of _________ .","Contractility"
"________ time is the time between aortic opening and closure.","Flow"
"Flow time corrected is the flow time indexed to a heart rate of _______ bpm.","60"
