"prompt","answer"
"Both the external and internal intercostals extend _______ from their origin site. However, the external muscles course _________ whereas the internal muscles course _______ to the insertion site.","Medially; Inferiorly; Superiorly"
"In the intercostal spaces, the muscles extend from the sternum anteriorly to the angles of the ribs posteriorly where they thin out and form the ________ ________ _______ .","Internal Intercostal Membrane"
"There are _______ pairs of innermost intercostal muscles.","11"
"The _______ _______ _______ have the same origin, insertion, action and innervation as the internal intercostal muscles.","Innermost Intercostal Muscles"
"The innermost intercostal muscles are separated from the internal intercostals by the _________ ________ and _______.","Intercostal Vessels; Nerve"
"The area between the internal and innermost intercostal muscles is termed the ________ _______ .","Neurovascular Plane"
"Other muscles including the transversus thoracis and subcostales are also associated with the ______ _______ .","Thoracic Wall"
"There are ______ thoracic spinal nerves, all of which traverse in _______ ________ and divide into a dorsal and ventral ramus.","12; Intervertebral Foramen"
"The ______ ______ of the thoracic nerves course posteriorly and divide into medial and lateral branches.","Dorsal Rami"
"The ______ ________ of the thoracic nerves course forward into the intercostal spaces.","Ventral Rami"
"Ventral rami of the thoracic nerves are _______ than the dorsal rami.","Larger"
"The ventral rami of T1-T6 are known as the _______ ________ .","Intercostal Nerves (Proper)"
"The ventral rami of T7-T11 are known as the ___________ .","Thoracoabdominal Nerves"
"The ventral rami of T12 is known as the _________ _______ .","Subcostal Nerve"
"A typical intercostal nerve passes below the _______ of the rib numerically corresponding to it.","Neck"
"A typical intercostal nerve courses between the _____ _________ and the _________ _______ ______ in the neurovascular plane.","Innermost Intercostal; Internal Intercostal Muscles"
"A typical intercostal nerve passes forward in the _____ _________ on the lower surface of the rib, where it courses _________ to the intercostal vein and artery.","Costal Groove; Inferior"
"A typical intercostal nerve gives off a _____ ________ ________ that pierces the internal intercostal, external intercostal and serratus anterior muscles.","Lateral Cutaneous Branch"
"Which three muscles are pierced by the typical intercostal nerve?","Internal Intercostal; External Intercostal; Serratus Anterior"
"After the lateral cutaneous branch innervates it's associated muscles, it divides into anterior and posterior branches that supply the ________ of the _______ _______.","Skin; Chest Wall"
"At the anterior end of the intercostal space, the intercostal nerve turns forward through 3 structures. What are they?","Internal Intercostal Muscle; External Intercostal Membrane; Pectoralis Major Muscle"
"The _________ __________ branch of the intercostal nerve supplies the anterior skin of the front of the chest.","Anterior Cutaneous"
"________ are sweat glands modified to produce milk.","Breast"
"What gland hosts the major function of lactation?","Breast"
"The main constituent of the mammary gland is the ________ to _______ lobes of the glandular tissue (alveoli). They are arranged in _______-like clusters.","15-20; Grape"
"Milk-secreting mammary epithelial cells are known as _________ .","Alveoli"
"Of the 15-20 lobes of the mammary gland, only ________ to _______ assume the entire functional load. The remaining are small and _______-developed.","6-8; Poorly"
"Surrounding the glandular tissue of the mammary gland is a large amount of ________ which makes up a majority of the organ.","Fat"
"Each lobe of the mammary gland is drained by a ______ _______ that dilates near its termination. This dilation is known as the _______ ______ .","Lactiferous Duct; Lactiferous Sinus"
"Lactiferous ducts empty at the ________ , whereas the axillary tail of the breast extends into the ________ .","Nipple; Axilla"
"The _______ ______ are ligamentous bands of connective tissue that traverse and subdivide the fat and anchor the glandular tissue of the breast to the skin.","Retinacula Curtis"
"The upper portion of the breast contains well-developed retina cutis known as _____ ______ or _______ ligament.","Suspensory Ligaments; Cooper's"
"The _______ is the pigmented part of the breast which contains _______ _______ .","Areola; Sebaceous Glands"
"The ________ are conical or cylindrical prominences that are located near the center of the areola.","Nipples"
"The tip of the nipple is a _________ and contains the opening to the _____ _______ .","Fissure; Lactiferous Ducts"
"The tipples are mostly composed of circularly arranged ______ _______ .","Smooth Muscles"
"The area of loose connective tissue with little or no fat between the breast and the deep fascia is known as the ________ _______ .","Retromammary Space"
"The retromammary space allows the breast to move freely on the deep fascia covering the _______ ________ muscle.","Pectoralis Major"
"The breast is located superior to inferior from the _______ to _______ rib.","2-6"
"The breast is located medial to lateral from the ________ to the _______ ______.","Sternum; Mid-axillary Line"
"The majority of the breast rests on the _____ ______ muscle, where the remaining portion covers the _______ ______ muscle.","Pectoralis Major; Serratus Anterior"
"True or False: Breast tissue is highly vascularized","True"
"The _______ _____ ________ of the internal thoracic artery is the principle blood supply to the breast, supplying _______ % of the blood supply.","Internal Mammary Artery; 50"
"Name the three arteries that supply the breast.","Internal Mammary Artery (Internal Thoracic Artery); Lateral Thoracic Artery; Intercostal Arteries"
"Larger vessels to the breast _______ to it from a superolateral or superomedial position.","Descend"
"The breast is supplied by the lateral and anterior ________ branches from the ________ to ________ intercostal nerves.","Cutaneous; 2-6"
"Lymphatic draining of the breast is mainly into the ________ nodes (75%), ________ nodes (25%) and the ________ ________ nodes (5%).","Axillary; Parasternal; Inferior Phrenic"
"The _______ ________ ______ courses inferiorly on the external surface of the serratus anterior muscle, which it supplies.","Long Thoracic Nerve"
"Which nerve is especially vulnerable to injury during breast surgery?","Long Thoracic Nerve"
"Damage to which nerve results in a winged scapula and difficulty aBducting above the horizontal plane?","Long Thoracic Nerve"
"The _______ is the space between the right pleura and the left pleura of the thorax.","Mediastinum"
"From latin 'media' = ________ and 'intestinum' = ________ , comes the term mediastinum","Middle; Intestine"
"The space that contains all the organs of the thorax with the exception of the lungs is known as the __________ ______ .","Interpleural Space"
"The ________ is a thin, serous membrane located within the thoracic cavity on both. the left and right. side.","Pleura"
"A serous membrane is a double-layered membrane composed of an inner _________ and an outer _________ tissue layer.","Mesothelium; Connective"
"The pleura is subdivided according to location into _______ and ________ pleura.","Parietal; Visceral"
"The visceral pleura coves the surface of the lungs at all points except the _________ .","Hilus"
"The ________ is the location where all. structures that enter or leave the lung pass.","Hilus"
"The _________ pleura dips into the fissures that separate the lobes of the lungs.","Visceral"
"The visceral pleura is ________ to pain, containing ________ nerve fibers.","Insensitive; Few"
"The visceral pleura has sufficient blood supply via the _________ arteries which are direct branches of the _______ ________ _______ .","Bronchial; Descending Thoracic Aorta"
"The _______ _______ lines the internal surface of the thoracic wall, diaphragm and the mediastinum.","Parietal Pleura"
"The parietal pleura has a ________ nerve supply and is _________ to pain.","Rich; Sensitive"
"The visceral pleura is _______ to pain, whereas the parietal pleura is ________ to pain.","Insensitive; Sensitive"
"The parietal pleura also as rich blood supply derived from the ________ ________ arteries and the _______ _______ arteries (Internal Mammary Arteries_","Posterior Intercostal; Internal Thoracic"
"The visceral and parietal pleura differ in degree of _________ supply , but compare in degree of ________ supply.","Nerve; Blood"
"The parietal pleura is subdivided into ______ parts.","4"
"The _______ parietal pleura is the portion of the parietal pleura that lines the sternum, ribs, and intercostal muscles","Costal"
"The _______ parietal pleura is the portion of the parietal pleura that courses over the apex of the lungs and reaches as high as the neck of the _________ _______ .","Cupolar (Cervical); First Rib"
"The _______ parietal pleura is the portion of the parietal pleura covering the upper surface of the diaphragm.","Diaphragmatic"
"The _______ parietal pleura is the portion of the parietal pleura that forms the lateral boundaries of the mediastinum.","Mediastinal"
"The _______ parietal pleura is the portion of the parietal pleura lines the outer and lateral surfaces of the pericardium","Mediastinal"
"Name the 4 subdivisions of the parietal pleura","Costal; Cupolar; Diaphragmatic; Mediastinal"
"The areas where two parts of the parietal pleura join, and are not occupied by the lung, are. referred to as ________ .","Recesses"
"How many recesses make up the parietal pleura?","2"
"The _________ ___________ is the reflection of parietal pleura at the junction of costal pleura and mediastinal pleura.","Costomediastinal Recess"
"The _______ border of the lung fills the costomediastinal recess during strenuous breathing.","Anterior"
"The _________ ___________ is the reflection of parietal pleura at the junction of costal pleura and diaphragmatic pleura.","Costodiaphragmatic Recess"
"The _______ border of the lung fills the costodiaphragmatic recess during strenuous breathing.","Inferior"
"The _______ ________ is the space between the parietal pleura and the visceral pleura.","Pleural Cavity"
"The pleural cavity is of ________ thickness and filled with a thin film of _______ .","Capillary; Fluid"
"The pleural cavity is maintained in a continuous state of ______ pressure.","Negative"
"The negative pressure of the pleural cavity maintains the __________ pleura and the lung adjacent to the parietal pleura.","Visceral"
"Any movement of the thoracic wall and diaphragm is reflected in corresponding movement of the _______.","Lung"
"If negative pressure of the pleural cavity is lost, the lung would _________ due to its inherent _______ .","Collapse; Elasticity"
"Collapse of a lung is called ________.","Atelectasis"
"Presence of air in the pleural cavity is called ________ .","Pneumothorax."
"The _________ is defined as the space between the right and left mediastinal pleura.","Mediastinum"
"The mediastinum extends form the ________ anteriorly, to the _______ _______ posteriorly.","Sternum; Vertebral Column"
"The mediastinum extends from the level of the _________ _________ superiorly, to the _________ inferiorly.","Thoracic Inlet; Diaphragm"
"The mediastinum is subdivided into _________ mediastina. What are they?","4; Anterior; Superior; Middle; Posterior"
"The ________ mediastina consists of loose connective tissue and the thymus.","Anterior"
"Which two mediastina contain the thymus?","Anterior; Superior"
"Which two mediastina contain the great vessels?","Superior; Middle"
"The superior vena cava, aorta and pulmonary trunk are known as the _______ ________.","Great Vessels"
"Which mediastina contains the brachiocephalic veins?","Superior"
"Which mediastina contains the trachea?","Superior"
"Which 2 mediastina contain the esophagus?","Superior; Posterior"
"The _______ is a 25 cm long conduit for food from the pharynx to the stomach.","Esophagus"
"Which two mediastina contain the thoracic duct?","Superior; Posterior"
"Which two mediastina contains the vagus nerve?","Superior; Posterior"
"Which mediastina contains the RLN?","Superior"
"Which two mediastina contain the phrenic nerve?","Superior; Middle"
"Which mediastina contains the pericardium?","Middle"
"Which two mediastina contain the azygos vein?","Superior; Posterior"
"What structure drains blood from the posterior thoracic wall into the superior vena cava?","Azygos Vein"
"Which mediastina contains the sympathetic trunk?","Posterior"
"The ________ are the only thoracic structures not within the mediastinum.","Lungs"
"The _______ forms the inferior boundary of the thorax.","Diaphragm"
"The diaphragm originates from the periphery posterior to the _______ ________, the lower ________ ribs, and the __________ abdominal wall.","Xiphoid Process; 6; Posterior"
"The insertion point of the diaphragm is the _______ ________ .","Central Tendon"
"What is the primary muscle of respiratory inspiration?","Diaphragm"
"The diaphragm is innervated by the _________ nerve.","Phrenic"
"The level of TV ________ contains the caval opening for the inferior vena cava.","8"
"The level of TV _________ contains the esophageal hiatus for the esophagus and the vagal nerve.","10"
"The level of TV _______ contains the aortic hiatus for the aorta.","12"
"The _______ system is concerned with the heart and blood vessels, and it is also referred to as the ________ system.","Cardiovascular; Circulatory"
"The _______ is a muscle that functions in pumping through vessels of the cardiovascular system.","Heart"
"The heart is composed of _________ cardiac muscle.","Striated"
"The heart has four internal cavities called __________ . Two _______ and ________ .","Chambers; Atria; Ventricles"
"The heart is positioned in such a way that the atria lie ______ to the ventricles. Thus, blood when passing from atria to ventricles moves ________ .","Posterior; Horizontally"
"The heart is located in the thorax between the ________ , resting on the __________ .","Lungs; Diaphragm"
"The structure that protects the heart anteriorly is the ________ .","Sternum"
"The ribs, intercostal muscles and lungs protect the heart ________ .","Laterally"
"The structure that protects the heart posteriorly is the ________ .","Thoracic Vertebrae"
"The heart is enclosed in a tough, fibrous, connective tissue sac called the _________ .","Pericardium"
"The outer layer of the pericardium blends with the _____ _______ of the diaphragm inferiorly.","Central Tendon"
"Superiorly and posteriorly, the fibrous layer blends with the _______ ________ of the heart including the vena cava, aorta, and pulmonary trunk.","Major Vessels;"
"The cardiac muscle itself is referred to as the ________ .","Myocardium"
"The inner epithelial lining of the chambers of the heart is referred to as the _________ .","Endocardium"
"The ___________ surface of the. heart lies adjacent to the sternum and costal cartilages","Sternocostal"
"The _________ surface of the heart is adjacent to the diaphragm.","Diaphragmatic"
"The ________ surface of the heart is adjacent to the _______ surface of the left lung.","Pulmonary; Medial"
"The _______ of the heat is a rounded projection that points inferiorly and to the left.","Apex"
"The apex of the heart usually lies at the level of the ______ costal cartilage","sixth"
"The ______ of the heart is the area where great vessels attach to.","Base"
"The aorta, pulmonary trunk and superior vena cava are known as the ______ ________ of the heart.","Great Vessels"
"The ear-like appendages attached to the lateral surface of the right and left atria are known as _________ or __________ .","Auricles; Appendages"
"The auricles of the heart allow for an increase in the ________ of the atrium.","Capacity"
"The _______ _______ is a vertical muscle ridge that is seen on the posterior wall of the right atrium.","Crista Terminalis"
"The _______ ________ are muscular, ridge-like extensions from the crista terminalis of the right atrium.","Musculi Pectinati"
"The musculi pectinati are found in the right ________ and the right and left _________.","Atrium; Auricle"
"What are the three major venous openings that enter into the right atrium?","Superior Venal Caval Opening; Inferior Vena Caval Opening; Opening of Coronary Sinus"
"The _______ _______ ______ opening is for the main vein returning blood from the upper half of the body.","Superior Venal Caval"
"The _______ _______ _______ opening is for the main vein returning blood from the lower half of the body.","Inferior Vena Caval"
"The inferior vena caval opening is marked by a small flap of tissue called the _______ ____ ______ _______ vena cava.","Valve of the Inferior"
"True or False: the valve of the inferior vena cava is functional.","False"
"The opening of the _________ ________ leads to a venous chamber located on the posterior surface of the heart.","Coronary Sinus"
"Which venous opening receives the veins that drain the heart muscle?","Coronary Sinus"
"Which venous opening opens into the right atrium just anterior and superior to the inferior vena cava?","Coronary Sinus"
"The partition between the right atrium and left atrium is called the _______ _______ .","Interatrial Septum"
"On the interatrial septum in the ______ atrium lies an oval depression known as the _______ _______.","Right; Fossa Ovalis"
"The _______ ________ is a remnant of a foramen that in the fetal stage of development existed between the right and left atrium, known as the ______ _______.","Fossa Ovalis; Foramen Ovale"
"The foramen ovale closes at _______ and remains in the adult as the ______ _______.","Birth; Fossa Ovalis"
"Anteriorly, the right atrium opens to the right ventricle via the ______ ________ ________ .","Right Atrioventricular Opening"
"The right atrioventricular valve is also known as the ________ valve. This guards the right atrioventricular opening.","Tricuspid"
"A _______ is a mechanical device that allows flow of blood in one direction only, thus preventing ________ flow.","Valve; Retrograde"
"The heat is composed of ______ valve types: Atrioventricular and ________ valves.","2; Semilunar"
"Atrioventricular valves are composed of ________, ________ tendinae, and _________ muscle.","Cusps; Chordae; Papillary"
"________ are flaps of connective tissue.","Cusps"
"Connective tissue cords that attach to the lower surface of the cusps are known as ______ ________ .","Chordae Tendineae"
"_______ ________ consists of internal folds of ventricular muscle that give attachment to the chordae tendinae.","Papillary Muscle"
"How many cusps make up the tricuspid valve?","3"
"The tricuspid valve functions in ________ during contraction of the ventricles.","Closing"
"When closed, the tricuspid valve prevents ________ of blood from the right ventricle to the right _______ .","Backflow; Atrium"
"The tricuspid valve is held in closed position via the ______ ________ that are attached to the lower surface of the _______ and are thus not everted into the atrium","Chordae Tendineae; Cusps"
"The internal surface of the _______ ventricle consists of irregular, ridge-like projections of muscle called ________ ________ .","Right; Trabeculae Carneae"
"Papillary muscles are a type of _______ _______ .","Trabeculae Carneae"
"The ________ band or the ______ ________ is a special type of trabeculae carneae band that attaches the interventricular septum to the anterior papillary muscles.","Moderator; Septomarginal Trabecula"
"The septomarginal trabecula attaches the _______ ________ to the _____ ________ muscle.","Interventricular Septum; Anterior Papillary"
"The septomarginal trabecula contains the right branch of the ______ bundle, which is the part of the collection fibers that makes up the conduction system of the heart.","Atrioventricular"
"How many openings does the right ventricle have?","2"
"Which opening of the right ventricle is guarded by the tricuspid valve?","Right Atrioventricular"
"Which ventricle houses the pulmonary trunk opening?","Right Ventricle"
"The blood leaves the right ventricle and enters the pulmonary tract by passing through the _______ _______ opening.","Pulmonary Trunk"
"The _________ _________ valve protects the pulmonary trunk opening.","Pulmonary Semilunar Valve"
"A semilunar valve, unlike atrioventricular valves, do NOT possess _________ muscles and _______ _______ .","Papillary; Chordae Tendineae"
"Which valve type contains pocket-like flaps surrounding an opening?","Semilunar"
"Which valve-type contains papillary muscles and chordae tendinae?","Atrioventricular"
"For each semilunar valve, there are ________ flaps or cusps.","3"
"The _______ is the free edge of each cusp that has a small central thickening of fibrous tissue. This fills the small gap left at _________ of the three flaps.","Nodule; Closure"
"The ________ is a thin lip extending from each side of the valve cusp nodules.","Lunula"
"The space between the valve cusps and the wall of the vessel are termed the _________ , each of which is named for its corresponding cusp.","Sinuses"
"The pulmonary semilunar valves contains _______ flaps. Between the cusps and the wall of the pulmonary trunk, there are _______ sinuses.","3; 3"
"When flow of blood is from the right ventricle into pulmonary trunk, the valve ________ . If the flow is retrograde, it ________ .","Opens; Closes"
"Blood flows through the pulmonary trunk into the right and left _____ _______ and into the right and left lungs.","Pulmonary Arteries"
"In the lungs, blood gives off _____ _______ and receives _______ .","Carbon Dioxide; Oxygen"
"Oxygenated blood returns to the heart via four ________ ________ , two from each lung.","Pulmonary Veins"
"All _______ pulmonary veins enter the _________ atrium.","4; Left"
"The left atrium houses its musculi pectinati only within the left _________ .","Auricle"
"The main part of the left atrium is taken up by the _______ separate openings of the ________ veins.","4; Pulmonary"
"In addition to the openings for the pulmonary veins, the left atrium contains the ________ _______ opening.","Left Atrioventricular"
"How many openings does the right atrium have?","5"
"The left atrioventricular opening is guarded by the _______ valve.","Bicuspid (Mitral)"
"The Bicuspid valve is also known as the _________ or _________ valve.","Mitral; Left Atrioventricular"
"True or False: the mitral valve contains cusps, chordae tendineae and papillary muscles.","True"
"How many cusps does the mitral valve contain?","2 (Bi-cuspid)"
"Similarly to the tricuspid valve, the mitral valve contains supporting ________ muscles connecting the cusps via the _______ _______ .","Papillary; Chordae Tendineae"
"Blood flows from the left atrium into the left ventricle via the ________ valve.","Bicuspid (Mitral)"
"The left ventricle contains internal muscular ridge-like folds known as _________ ________.","Trabeculae Carneae"
"True or False: papillary muscles of the bicuspid valve are a type of trabecula carneae","True"
"One major difference between the right and left ventricle is the _______ of the wall itself. The left ventricle is usually more than _________ as thick as the right.","Thickness; Twice"
"The right ventricle pumps blood to only one organ, the ________, whereas the left ventricle pumps blood to _______ other organ.","Lungs; Every"
"True or False: The right ventricle performs more work and is larger than the left ventricle.","False"
"The left ventricle contains ______ openings: the _________ ________ opening and the opening of the _________ .","2; Left Atrioventricular; Aorta"
"When the left ventricle contracts , blood leaves and enters the _________ .","Aorta"
"The opening of the aorta. is guarded by the ________ _________ valve.","Aortic Semilunar"
"The aortic semilunar valve possesses ______ cusps located at the opening of the aorta.","3"
"True or False: Similarly to the pulmonary semilunar valve, the aortic semilunar valve possesses nodules and lunulae.","True"
"The space between the valve cusps and the wall of the aorta are termed ________ ________ .","Aortic Sinuses"
"Aortic sinuses differ from the pulmonary sinuses in that the right and left aortic sinuses are the sites of origin of the respective ________ ________ .","Coronary Arteries"
"The cord-like band connecting the pulmonary trunk and the aortic arch is known as the _______ _________ . This is a remnant of fetal circulation.","Ligamentum Arteriosum"
"The _________ node is referred to as the pacemaker of the body.","Sinoatrial (SA)"
"The SA node is located at the junction of the ______ ________ _______ and the ________ atrium.","Superior Vena Cava; Right"
"An impulse initiated by the SA node spreads from the node directly through the _________ muscle to all parts of both atria, causing them to ________ .","Atrial; Contract"
"The _________ node is located in the upper part of the interventricular septum.","Atrioventricular (AV)"
"The AV node receives the impulse generated from the _______ node, holds it for a short time when the atria are ________ , and then sends the impulse to the ____________ bundle.","SA; Contracting; Atrioventricular"
"The atrioventricular bundle is also known as the _______ ____ ______ .","Bundle of His"
"The atrioventricular bundle extends down the ______ ________ and divides into the right and left _______ .","Interventricular Septum; Branch"
"The right branch of the bundle of his courses through the __________ ________ to the wall of the right __________ .","Septomarginal Trabecula (Moderator Band); Ventricle"
"The left branch of the bundle of his courses directly to the _______ _________ .","Left Ventricle"
"The right coronary artery arises from the_____ _______ _______ .","Right Aortic Sinus"
"The RCA emerges in the heart between the _______ _______ and the right __________ .","Pulmonary Trunk; Auricle"
"Th RCA courses ________ along the heart, gives off a _______ ______ , and then courses to the back of the heart.","Inferior; Marginal Branch"
"The RCA ends by anastomosing with a branch of the ________ _______ artery.","Left Coronary"
"Just before it ends, the RCA gives off the _____ _________ artery, which courses to the ________ of the heart.","Posterior Interventricular; Apex"
"The left coronary artery arises from the _______ _______ _______ .","Left Aortic Sinus"
"The LCA courses between the left ________ and the ________ _______ .","Auricle; Pulmonary Trunk"
"The LCA immediately divides into two branches. What are they?","LAD and Circumflex"
"The ________ _______ artery or _______ _______ artery courses towards the apex and ends by anastomosing with the __________ ________ artery","Anterior Interventricular; Left Anterior Descending; Posterior Interventricular"
"The LAD ends by anastomosing with the ______ _______ artery.","Posterior Interventricular"
"The ________ branch of the LAD courses around the heart and anastomoses with the ________ ________ artery.","Circumflex; Right Coronary"
"The veins draining the heart are called ________ veins.","Cardiac"
"What are the three major veins that drain into the coronary sinus?","Great Cardiac Vein; Middle Cardiac Vein; Small Cardiac Vein"
"The _______ major veins of the heart drain into the ________ sinus.","3; Coronary"
"The ________ _______ vein courses with the anterior interventricular artery and the circumflex branch. It continues on the back of the heart as the ________ ________.","Great Cardiac; Coronary Sinus"
"The ________ _______ vein courses with the posterior interventricular artery and ends in the coronary sinus.","Middle Cardiac"
"The ________ ________ vein courses with the marginal artery and ends in the coronary sinus.","Small Cardiac"
"The great cardiac vein courses with the ________ interventricular artery, whereas the middle cardiac vein courses with. the _________ interventricular artery","Anterior; Posterior"
"The _______ _______ is a short, wide vessel that receives all three cardiac veins. It empties directly. into the _______ ________ .","Coronary Sinus; Right Atrium"
"________ __________ veins are two or three small vessels that drain the right ventricle and end directly in the right atrium.","Anterior Cardiac"
"Anterior cardiac veins drain the ________ _____ and end in the _______ _______","Right Ventricle; Right Atrium"
"_______ _________ _______ are numerous small veins that drain the myocardium itself and empty separately into all four chambers.","Venae Cordis Minimae"
"Venae Cordis Minimae are veins that drain the _________ and empty ________ into all four chambers.","Myocardium; Separately"
"_______ _______ carry blood from the heart to the organs of the body and back to the heart.","Blood Vessels"
"The space within the blood vessels is called its __________ .","Lumen"
"How many types of blood vessels exist?","5"
"An ________ is a vessel that carries blood away from the heart, regardless of whether it carries oxygenated or deoxygenated blood.","Artery"
"Artery walls are composed of _______ muscle and ________ fibers that allow for carrying a pulse and extension of the vessels.","Smooth; Elastic"
"_________ are small arteries of microcirculation created by branching of larger arteries.","Arterioles"
"________ muscle and _______ fibers are located in the walls of the arterioles.","Smooth; Elastic"
"Arterioles branch to form _________.","Capillaries"
"_________ are microscopic connections between arterioles and venules.","Capillaries"
"It is at the _________ level where oxygen and nutrients pass from the blood into the tissue and where ________ ________ and waste materials pass from the tissues into the blood.","Capillary; Carbon Dioxide"
"________ are small veins of microcirculation formed by the junction of several capillaries.","Venules"
"A ________ is a vessel formed by the junction of several venules.","Vein"
"Veins are formed by ________ and carry blood back to the heart.","Tributaries"
"Veins have a _______ wall than the corresponding artery.","Thinner"
"Most veins, especially those that carry blood against gravity, contain one-way _________ that allow for the flow of blood only in one direction ________ the heart.","Valves; Toward"
"Blood moves past the valves via _________ of surrounding muscles.","Contraction"
"There is a ________ amount of smooth muscle and elastic fibers in the veins and venules, however, it is significantly ______ than what is found in arteries and arterioles.","Small; Less"
"What is greater, the amount of blood filtered out of blood capillaries each day, or the amount which is reabsorbed?","Amount filtered out"
"The excess blood filtered out of capillaries is returned to blood via ________.","lymphatics"
"The capillaries that pick up excess fluid are called ________.","Lymphatic Capillaries"
"How do lymphatic capillaries differ from blood capillaires?","They are endothelial tubes that being blindly, they are not open at both ends"
"Lymphatic capillaries conduct the excess fluid called _____ toward veins.","Lymph"
"As lymphatic capillaries conduct lymph toward veins, several of them join to form ________ ________ vessels.","Afferent Lymphatic"
